Dyad,Round,Player,previous_absent_round,DLIndex,Similarity,Consistency,Joint,Size_visited
354-344,46,354-344PL1,45,0.859375,0.734375,0.7659574468085106,9,47
354-344,46,354-344PL2,45,0.859375,0.8125,0.8125,9,26
354-344,47,354-344PL1,46,0.953125,0.7804878048780488,0.8723404255319149,3,41
354-344,47,354-344PL2,46,0.953125,0.8125,0.7931034482758621,3,26
354-344,49,354-344PL1,47,0.4375,0.4473684210526316,0.4222222222222222,8,23
354-344,49,354-344PL2,47,0.4375,0.3902439024390244,0.3055555555555556,8,21
354-344,50,354-344PL1,49,0.9375,0.8421052631578947,0.4523809523809524,3,38
354-344,50,354-344PL2,49,0.9375,0.7647058823529411,0.2894736842105263,3,28
354-344,51,354-344PL1,50,0.953125,0.7804878048780488,0.926829268292683,3,41
354-344,51,354-344PL2,50,0.953125,0.8125,0.8,3,26
354-344,52,354-344PL1,51,0.96875,1.0,0.7804878048780488,2,32
354-344,52,354-344PL2,51,0.96875,0.9411764705882353,0.7647058823529411,2,34
354-344,53,354-344PL1,52,0.96875,0.8421052631578947,0.8421052631578947,2,38
354-344,53,354-344PL2,52,0.96875,0.875,0.8235294117647058,2,28
354-344,55,354-344PL1,53,0.984375,1.0,0.8421052631578947,0,32
354-344,55,354-344PL2,53,0.984375,0.96875,0.84375,0,31
354-344,56,354-344PL1,55,0.90625,1.0,1.0,0,32
354-344,56,354-344PL2,55,0.90625,0.8125,0.8387096774193549,0,26
354-344,57,354-344PL1,56,0.90625,1.0,1.0,0,32
354-344,57,354-344PL2,56,0.90625,0.8125,1.0,0,26
354-344,58,354-344PL1,57,0.703125,1.0,1.0,3,32
354-344,58,354-344PL2,57,0.703125,0.45714285714285713,0.45161290322580644,3,19
354-344,59,354-344PL1,58,1.0,1.0,1.0,0,32
354-344,59,354-344PL2,58,1.0,1.0,0.45714285714285713,0,32
354-344,60,354-344PL1,59,0.875,1.0,1.0,0,32
354-344,60,354-344PL2,59,0.875,0.75,0.75,0,24
356-137,1,356-137PL1,,0.984375,0.03125,,1,1
356-137,1,356-137PL2,,0.984375,1.0,,1,64
356-137,5,356-137PL1,1,0.9375,0.14285714285714285,0.0,4,4
356-137,5,356-137PL2,1,0.9375,1.0,1.0,4,64
356-137,7,356-137PL1,5,0.875,0.1891891891891892,0.0,8,8
356-137,7,356-137PL2,5,0.875,1.0,1.0,8,64
356-137,9,356-137PL1,7,0.28125,0.71875,0.10204081632653061,46,46
356-137,9,356-137PL2,7,0.28125,1.0,1.0,46,64
356-137,13,356-137PL1,9,0.984375,0.03571428571428571,0.021739130434782608,1,1
356-137,13,356-137PL2,9,0.984375,1.0,1.0,1,64
356-137,14,356-137PL1,13,1.0,1.0,0.0,0,0
356-137,14,356-137PL2,13,1.0,1.0,1.0,0,64
356-137,18,356-137PL1,14,0.96875,0.07142857142857142,0.0,2,2
356-137,18,356-137PL2,14,0.96875,1.0,1.0,2,64
356-137,19,356-137PL1,18,1.0,1.0,0.0,0,0
356-137,19,356-137PL2,18,1.0,1.0,1.0,0,64
356-137,20,356-137PL1,19,0.921875,0.10810810810810811,0.0,5,5
356-137,20,356-137PL2,19,0.921875,1.0,1.0,5,64
356-137,25,356-137PL1,20,0.984375,0.03571428571428571,0.0,1,1
356-137,25,356-137PL2,20,0.984375,1.0,1.0,1,64
356-137,33,356-137PL1,25,1.0,1.0,0.0,0,0
356-137,33,356-137PL2,25,1.0,1.0,1.0,0,64
356-137,34,356-137PL1,33,1.0,1.0,1.0,0,0
356-137,34,356-137PL2,33,1.0,1.0,1.0,0,64
356-137,37,356-137PL1,34,1.0,1.0,1.0,0,0
356-137,37,356-137PL2,34,1.0,1.0,1.0,0,64
356-137,38,356-137PL1,37,0.984375,0.03571428571428571,0.0,1,1
356-137,38,356-137PL2,37,0.984375,1.0,1.0,1,64
356-137,39,356-137PL1,38,1.0,1.0,0.0,0,0
356-137,39,356-137PL2,38,1.0,1.0,1.0,0,64
356-137,41,356-137PL1,39,0.984375,0.03571428571428571,0.0,1,1
356-137,41,356-137PL2,39,0.984375,1.0,1.0,1,64
356-137,45,356-137PL1,41,1.0,1.0,0.0,0,0
356-137,45,356-137PL2,41,1.0,1.0,1.0,0,64
356-137,47,356-137PL1,45,1.0,1.0,1.0,0,0
356-137,47,356-137PL2,45,1.0,1.0,1.0,0,64
356-137,48,356-137PL1,47,1.0,1.0,1.0,0,0
356-137,48,356-137PL2,47,1.0,1.0,1.0,0,64
356-137,49,356-137PL1,48,1.0,1.0,1.0,0,0
356-137,49,356-137PL2,48,1.0,1.0,1.0,0,64
356-137,50,356-137PL1,49,1.0,1.0,1.0,0,0
356-137,50,356-137PL2,49,1.0,1.0,1.0,0,64
356-137,52,356-137PL1,50,1.0,1.0,1.0,0,0
356-137,52,356-137PL2,50,1.0,1.0,1.0,0,64
356-137,53,356-137PL1,52,1.0,1.0,1.0,0,0
356-137,53,356-137PL2,52,1.0,1.0,1.0,0,64
356-137,55,356-137PL1,53,1.0,1.0,1.0,0,0
356-137,55,356-137PL2,53,1.0,1.0,1.0,0,64
356-137,57,356-137PL1,55,1.0,1.0,1.0,0,0
356-137,57,356-137PL2,55,1.0,1.0,1.0,0,64
356-137,59,356-137PL1,57,1.0,1.0,1.0,0,0
356-137,59,356-137PL2,57,1.0,1.0,1.0,0,64
356-137,60,356-137PL1,59,1.0,1.0,1.0,0,0
356-137,60,356-137PL2,59,1.0,1.0,1.0,0,64
359-904,1,359-904PL1,,0.390625,1.0,,39,64
359-904,1,359-904PL2,,0.390625,0.609375,,39,39
359-904,4,359-904PL1,1,0.625,1.0,1.0,24,64
359-904,4,359-904PL2,1,0.625,0.4,0.4,24,24
359-904,5,359-904PL1,4,0.5625,0.78125,0.78125,17,50
359-904,5,359-904PL2,4,0.5625,0.3333333333333333,0.1891891891891892,17,20
359-904,6,359-904PL1,5,0.515625,0.6875,0.5409836065573771,18,44
359-904,6,359-904PL2,5,0.515625,0.390625,0.15384615384615385,18,25
359-904,11,359-904PL1,6,0.40625,1.0,0.6875,38,64
359-904,11,359-904PL2,6,0.40625,0.59375,0.4,38,38
359-904,13,359-904PL1,11,0.390625,0.734375,0.734375,39,47
359-904,13,359-904PL2,11,0.390625,0.875,0.5666666666666667,39,56
359-904,14,359-904PL1,13,0.234375,0.90625,0.75,49,58
359-904,14,359-904PL2,13,0.234375,0.859375,0.734375,49,55
359-904,18,359-904PL1,14,0.5,0.734375,0.75,26,47
359-904,18,359-904PL2,14,0.5,0.578125,0.5333333333333333,26,37
359-904,19,359-904PL1,18,0.5,0.796875,0.7192982456140351,28,51
359-904,19,359-904PL2,18,0.5,0.578125,0.45098039215686275,28,37
359-904,25,359-904PL1,19,0.375,0.640625,0.5862068965517241,23,41
359-904,25,359-904PL2,19,0.375,0.453125,0.3469387755102041,23,29
359-904,29,359-904PL1,25,0.53125,0.703125,0.5087719298245614,22,45
359-904,29,359-904PL2,25,0.53125,0.515625,0.47619047619047616,22,33
359-904,31,359-904PL1,29,0.578125,0.703125,0.5254237288135594,20,45
359-904,31,359-904PL2,29,0.578125,0.5,0.32653061224489793,20,32
359-904,32,359-904PL1,31,0.546875,0.6875,0.6181818181818182,20,44
359-904,32,359-904PL2,31,0.546875,0.484375,0.23529411764705882,20,31
359-904,36,359-904PL1,32,0.546875,0.8125,0.6271186440677966,26,52
359-904,36,359-904PL2,32,0.546875,0.546875,0.29411764705882354,26,35
359-904,39,359-904PL1,36,0.4375,0.546875,0.5263157894736842,18,35
359-904,39,359-904PL2,36,0.4375,0.453125,0.4222222222222222,18,29
359-904,46,359-904PL1,39,0.90625,0.984375,0.53125,5,63
359-904,46,359-904PL2,39,0.90625,0.1388888888888889,0.0967741935483871,5,5
359-904,48,359-904PL1,46,0.953125,1.0,0.984375,3,64
359-904,48,359-904PL2,46,0.953125,0.06060606060606061,0.0,3,3
359-904,49,359-904PL1,48,0.828125,0.890625,0.890625,4,57
359-904,49,359-904PL2,48,0.828125,0.08108108108108109,0.16666666666666666,4,4
359-904,50,359-904PL1,49,0.875,0.953125,0.873015873015873,5,61
359-904,50,359-904PL2,49,0.875,0.1388888888888889,0.0,5,5
359-904,51,359-904PL1,50,0.625,0.6875,0.640625,6,44
359-904,51,359-904PL2,50,0.625,0.1891891891891892,0.08333333333333333,6,8
359-904,52,359-904PL1,51,0.984375,1.0,0.6875,1,64
359-904,52,359-904PL2,51,0.984375,0.03125,0.0,1,1
359-904,53,359-904PL1,52,1.0,1.0,1.0,0,64
359-904,53,359-904PL2,52,1.0,1.0,0.0,0,0
359-904,55,359-904PL1,53,0.546875,0.29411764705882354,0.25,5,16
359-904,55,359-904PL2,53,0.546875,0.453125,0.0,5,29
359-904,56,359-904PL1,55,0.9375,0.14285714285714285,0.05263157894736842,4,4
359-904,56,359-904PL2,55,0.9375,1.0,0.453125,4,64
359-904,60,359-904PL1,56,0.984375,0.03571428571428571,0.0,1,1
359-904,60,359-904PL2,56,0.984375,1.0,1.0,1,64
379-897,3,379-897PL1,,0.53125,0.53125,,7,34
379-897,3,379-897PL2,,0.53125,0.21875,,7,14
379-897,5,379-897PL1,3,0.453125,0.453125,0.3695652173913043,9,29
379-897,5,379-897PL2,3,0.453125,0.35135135135135137,0.18518518518518517,9,18
379-897,10,379-897PL1,5,0.40625,0.484375,0.25,11,31
379-897,10,379-897PL2,5,0.40625,0.2894736842105263,0.16666666666666666,11,17
379-897,11,379-897PL1,10,0.453125,0.484375,0.4418604651162791,10,31
379-897,11,379-897PL2,10,0.453125,0.28205128205128205,0.12903225806451613,10,18
379-897,12,379-897PL1,11,0.5625,0.359375,0.2558139534883721,8,23
379-897,12,379-897PL2,11,0.5625,0.453125,0.2702702702702703,8,29
379-897,13,379-897PL1,12,0.421875,0.296875,0.2727272727272727,7,19
379-897,13,379-897PL2,12,0.421875,0.38095238095238093,0.21428571428571427,7,22
379-897,14,379-897PL1,13,0.4375,0.328125,0.17647058823529413,7,21
379-897,14,379-897PL2,13,0.4375,0.328125,0.16216216216216217,7,21
379-897,18,379-897PL1,14,0.484375,0.375,0.21621621621621623,12,24
379-897,18,379-897PL2,14,0.484375,0.484375,0.23809523809523808,12,31
379-897,20,379-897PL1,18,0.40625,0.3333333333333333,0.2571428571428571,12,20
379-897,20,379-897PL2,18,0.40625,0.46875,0.38636363636363635,12,30
379-897,21,379-897PL1,20,0.40625,0.328125,0.10810810810810811,7,21
379-897,21,379-897PL2,20,0.40625,0.375,0.2894736842105263,7,19
379-897,22,379-897PL1,21,0.375,0.328125,0.13513513513513514,9,21
379-897,22,379-897PL2,21,0.375,0.358974358974359,0.21212121212121213,9,21
379-897,23,379-897PL1,22,0.515625,0.3125,0.24242424242424243,11,20
379-897,23,379-897PL2,22,0.515625,0.546875,0.36585365853658536,11,35
379-897,24,379-897PL1,23,0.515625,0.34375,0.13513513513513514,9,22
379-897,24,379-897PL2,23,0.515625,0.453125,0.30612244897959184,9,29
379-897,25,379-897PL1,24,0.484375,0.24390243902439024,0.1935483870967742,10,15
379-897,25,379-897PL2,24,0.484375,0.5625,0.3541666666666667,10,36
379-897,27,379-897PL1,25,0.46875,0.40625,0.1388888888888889,13,26
379-897,27,379-897PL2,25,0.46875,0.46875,0.375,13,30
379-897,29,379-897PL1,27,0.3125,0.2894736842105263,0.19444444444444445,7,17
379-897,29,379-897PL2,27,0.3125,0.265625,0.23684210526315788,7,17
379-897,30,379-897PL1,29,0.484375,1.0,0.0,0,0
379-897,30,379-897PL2,29,0.484375,0.484375,0.23076923076923078,0,31
379-897,32,379-897PL1,30,0.59375,0.03125,0.0,1,1
379-897,32,379-897PL2,30,0.59375,0.609375,0.34615384615384615,1,39
379-897,40,379-897PL1,32,0.453125,0.41025641025641024,0.043478260869565216,7,23
379-897,40,379-897PL2,32,0.453125,0.4,0.22916666666666666,7,20
379-897,43,379-897PL1,40,0.390625,0.484375,0.2,17,31
379-897,43,379-897PL2,40,0.390625,0.4375,0.2972972972972973,17,28
379-897,44,379-897PL1,43,0.46875,0.40625,0.16326530612244897,10,26
379-897,44,379-897PL2,43,0.46875,0.375,0.18181818181818182,10,24
379-897,45,379-897PL1,44,0.421875,0.625,0.40425531914893614,23,40
379-897,45,379-897PL2,44,0.421875,0.515625,0.2391304347826087,23,33
379-897,52,379-897PL1,45,0.578125,1.0,0.0,0,0
379-897,52,379-897PL2,45,0.578125,0.578125,0.4,0,37
379-897,53,379-897PL1,52,0.515625,1.0,1.0,0,0
379-897,53,379-897PL2,52,0.515625,0.515625,0.4,0,33
379-897,57,379-897PL1,53,0.671875,1.0,1.0,0,0
379-897,57,379-897PL2,53,0.671875,0.671875,0.38181818181818183,0,43
416-710,2,416-710PL1,,0.875,1.0,,8,64
416-710,2,416-710PL2,,0.875,0.2857142857142857,,8,8
416-710,3,416-710PL1,2,1.0,1.0,1.0,0,64
416-710,3,416-710PL2,2,1.0,1.0,0.0,0,0
416-710,4,416-710PL1,3,0.8125,1.0,1.0,12,64
416-710,4,416-710PL2,3,0.8125,0.1891891891891892,0.0,12,12
416-710,6,416-710PL1,4,0.828125,1.0,1.0,11,64
416-710,6,416-710PL2,4,0.828125,0.21875,0.21052631578947367,11,11
416-710,7,416-710PL1,6,0.796875,1.0,1.0,13,64
416-710,7,416-710PL2,6,0.796875,0.225,0.09090909090909091,13,13
416-710,8,416-710PL1,7,0.796875,0.984375,0.984375,12,63
416-710,8,416-710PL2,7,0.796875,0.1875,0.08695652173913043,12,12
416-710,10,416-710PL1,8,0.984375,1.0,0.984375,1,64
416-710,10,416-710PL2,8,0.984375,0.03125,0.08333333333333333,1,1
416-710,16,416-710PL1,10,1.0,1.0,1.0,0,64
416-710,16,416-710PL2,10,1.0,1.0,0.0,0,0
416-710,21,416-710PL1,16,1.0,1.0,1.0,0,64
416-710,21,416-710PL2,16,1.0,1.0,1.0,0,0
416-710,22,416-710PL1,21,1.0,1.0,1.0,0,64
416-710,22,416-710PL2,21,1.0,1.0,1.0,0,0
416-710,23,416-710PL1,22,1.0,1.0,1.0,0,64
416-710,23,416-710PL2,22,1.0,1.0,1.0,0,0
416-710,24,416-710PL1,23,1.0,1.0,1.0,0,64
416-710,24,416-710PL2,23,1.0,1.0,1.0,0,0
416-710,25,416-710PL1,24,0.984375,0.984375,0.984375,0,63
416-710,25,416-710PL2,24,0.984375,1.0,1.0,0,0
416-710,29,416-710PL1,25,1.0,1.0,0.984375,0,64
416-710,29,416-710PL2,25,1.0,1.0,1.0,0,0
416-710,30,416-710PL1,29,1.0,1.0,1.0,0,64
416-710,30,416-710PL2,29,1.0,1.0,1.0,0,0
416-710,31,416-710PL1,30,1.0,1.0,1.0,0,64
416-710,31,416-710PL2,30,1.0,1.0,1.0,0,0
416-710,34,416-710PL1,31,0.953125,1.0,1.0,3,64
416-710,34,416-710PL2,31,0.953125,0.10714285714285714,0.0,3,3
416-710,36,416-710PL1,34,1.0,1.0,1.0,0,64
416-710,36,416-710PL2,34,1.0,1.0,0.0,0,0
416-710,37,416-710PL1,36,1.0,1.0,1.0,0,64
416-710,37,416-710PL2,36,1.0,1.0,1.0,0,0
416-710,40,416-710PL1,37,1.0,1.0,1.0,0,64
416-710,40,416-710PL2,37,1.0,1.0,1.0,0,0
416-710,43,416-710PL1,40,0.984375,0.984375,0.984375,0,63
416-710,43,416-710PL2,40,0.984375,1.0,1.0,0,0
416-710,48,416-710PL1,43,1.0,1.0,0.984375,0,64
416-710,48,416-710PL2,43,1.0,1.0,1.0,0,0
416-710,49,416-710PL1,48,1.0,1.0,1.0,0,64
416-710,49,416-710PL2,48,1.0,1.0,1.0,0,0
416-710,50,416-710PL1,49,1.0,1.0,1.0,0,64
416-710,50,416-710PL2,49,1.0,1.0,1.0,0,0
416-710,52,416-710PL1,50,1.0,1.0,1.0,0,64
416-710,52,416-710PL2,50,1.0,1.0,1.0,0,0
416-710,53,416-710PL1,52,1.0,1.0,1.0,0,64
416-710,53,416-710PL2,52,1.0,1.0,1.0,0,0
416-710,57,416-710PL1,53,1.0,1.0,1.0,0,64
416-710,57,416-710PL2,53,1.0,1.0,1.0,0,0
419-723,1,419-723PL1,,0.21875,0.78125,,50,50
419-723,1,419-723PL2,,0.21875,1.0,,50,64
419-723,6,419-723PL1,1,0.46875,0.671875,0.631578947368421,23,43
419-723,6,419-723PL2,1,0.46875,0.515625,0.515625,23,33
419-723,8,419-723PL1,6,0.796875,0.7111111111111111,0.543859649122807,13,45
419-723,8,419-723PL2,6,0.796875,1.0,0.3829787234042553,13,32
419-723,9,419-723PL1,8,0.984375,0.9696969696969697,0.6956521739130435,1,33
419-723,9,419-723PL2,8,0.984375,1.0,1.0,1,32
419-723,11,419-723PL1,9,1.0,1.0,0.9696969696969697,0,32
419-723,11,419-723PL2,9,1.0,1.0,1.0,0,32
419-723,12,419-723PL1,11,0.984375,0.9696969696969697,0.9696969696969697,1,33
419-723,12,419-723PL2,11,0.984375,1.0,1.0,1,32
419-723,13,419-723PL1,12,1.0,1.0,0.9696969696969697,0,32
419-723,13,419-723PL2,12,1.0,1.0,1.0,0,32
419-723,15,419-723PL1,13,1.0,1.0,1.0,0,32
419-723,15,419-723PL2,13,1.0,1.0,1.0,0,32
419-723,18,419-723PL1,15,1.0,1.0,1.0,0,32
419-723,18,419-723PL2,15,1.0,1.0,1.0,0,32
419-723,19,419-723PL1,18,1.0,1.0,1.0,0,32
419-723,19,419-723PL2,18,1.0,1.0,1.0,0,32
419-723,20,419-723PL1,19,1.0,1.0,1.0,0,32
419-723,20,419-723PL2,19,1.0,1.0,1.0,0,32
419-723,21,419-723PL1,20,0.984375,0.9696969696969697,0.9696969696969697,1,33
419-723,21,419-723PL2,20,0.984375,1.0,1.0,1,32
419-723,22,419-723PL1,21,1.0,1.0,0.9696969696969697,0,32
419-723,22,419-723PL2,21,1.0,1.0,1.0,0,32
419-723,23,419-723PL1,22,1.0,1.0,1.0,0,32
419-723,23,419-723PL2,22,1.0,1.0,1.0,0,32
419-723,27,419-723PL1,23,0.984375,1.0,1.0,1,32
419-723,27,419-723PL2,23,0.984375,0.9696969696969697,0.9696969696969697,1,33
419-723,29,419-723PL1,27,1.0,1.0,1.0,0,32
419-723,29,419-723PL2,27,1.0,1.0,0.9696969696969697,0,32
419-723,31,419-723PL1,29,1.0,1.0,1.0,0,32
419-723,31,419-723PL2,29,1.0,1.0,1.0,0,32
419-723,32,419-723PL1,31,1.0,1.0,1.0,0,32
419-723,32,419-723PL2,31,1.0,1.0,1.0,0,32
419-723,35,419-723PL1,32,1.0,1.0,1.0,0,32
419-723,35,419-723PL2,32,1.0,1.0,1.0,0,32
419-723,38,419-723PL1,35,1.0,1.0,1.0,0,32
419-723,38,419-723PL2,35,1.0,1.0,1.0,0,32
419-723,40,419-723PL1,38,1.0,1.0,1.0,0,32
419-723,40,419-723PL2,38,1.0,1.0,1.0,0,32
419-723,41,419-723PL1,40,1.0,1.0,1.0,0,32
419-723,41,419-723PL2,40,1.0,1.0,1.0,0,32
419-723,42,419-723PL1,41,1.0,1.0,1.0,0,32
419-723,42,419-723PL2,41,1.0,1.0,1.0,0,32
419-723,47,419-723PL1,42,1.0,1.0,1.0,0,32
419-723,47,419-723PL2,42,1.0,1.0,1.0,0,32
419-723,48,419-723PL1,47,1.0,1.0,1.0,0,32
419-723,48,419-723PL2,47,1.0,1.0,1.0,0,32
419-723,53,419-723PL1,48,1.0,1.0,1.0,0,32
419-723,53,419-723PL2,48,1.0,1.0,1.0,0,32
419-723,54,419-723PL1,53,1.0,1.0,1.0,0,32
419-723,54,419-723PL2,53,1.0,1.0,1.0,0,32
419-723,57,419-723PL1,54,1.0,1.0,1.0,0,32
419-723,57,419-723PL2,54,1.0,1.0,1.0,0,32
419-723,58,419-723PL1,57,0.984375,1.0,1.0,1,32
419-723,58,419-723PL2,57,0.984375,0.9696969696969697,0.9696969696969697,1,33
419-723,59,419-723PL1,58,1.0,1.0,1.0,0,32
419-723,59,419-723PL2,58,1.0,1.0,0.9696969696969697,0,32
419-723,60,419-723PL1,59,0.984375,0.9696969696969697,0.9696969696969697,1,33
419-723,60,419-723PL2,59,0.984375,1.0,1.0,1,32
435-261,1,435-261PL1,,0.21875,0.16129032258064516,,1,8
435-261,1,435-261PL2,,0.21875,0.2222222222222222,,1,8
435-261,2,435-261PL1,1,0.1875,0.13157894736842105,0.07142857142857142,0,7
435-261,2,435-261PL2,1,0.1875,0.12121212121212122,0.18181818181818182,0,5
435-261,5,435-261PL1,2,0.4375,0.28125,0.08695652173913043,6,18
435-261,5,435-261PL2,2,0.4375,0.34375,0.08,6,22
435-261,6,435-261PL1,5,0.359375,0.265625,0.12903225806451613,4,17
435-261,6,435-261PL2,5,0.359375,0.3157894736842105,0.09090909090909091,4,14
435-261,7,435-261PL1,6,0.234375,0.21875,0.24,1,14
435-261,7,435-261PL2,6,0.234375,0.09375,0.13333333333333333,1,3
435-261,10,435-261PL1,7,0.75,0.625,0.20512820512820512,5,33
435-261,10,435-261PL2,7,0.75,0.78125,0.037037037037037035,5,25
435-261,11,435-261PL1,10,1.0,1.0,0.5853658536585366,0,32
435-261,11,435-261PL2,10,1.0,1.0,0.78125,0,32
435-261,14,435-261PL1,11,1.0,1.0,1.0,0,32
435-261,14,435-261PL2,11,1.0,1.0,1.0,0,32
435-261,15,435-261PL1,14,1.0,1.0,1.0,0,32
435-261,15,435-261PL2,14,1.0,1.0,1.0,0,32
435-261,17,435-261PL1,15,0.984375,1.0,1.0,1,32
435-261,17,435-261PL2,15,0.984375,0.9696969696969697,0.9696969696969697,1,33
435-261,20,435-261PL1,17,1.0,1.0,1.0,0,32
435-261,20,435-261PL2,17,1.0,1.0,0.9696969696969697,0,32
435-261,21,435-261PL1,20,1.0,1.0,1.0,0,32
435-261,21,435-261PL2,20,1.0,1.0,1.0,0,32
435-261,23,435-261PL1,21,1.0,1.0,1.0,0,32
435-261,23,435-261PL2,21,1.0,1.0,1.0,0,32
435-261,24,435-261PL1,23,1.0,1.0,1.0,0,32
435-261,24,435-261PL2,23,1.0,1.0,1.0,0,32
435-261,25,435-261PL1,24,1.0,1.0,1.0,0,32
435-261,25,435-261PL2,24,1.0,1.0,1.0,0,32
435-261,26,435-261PL1,25,1.0,1.0,1.0,0,32
435-261,26,435-261PL2,25,1.0,1.0,1.0,0,32
435-261,27,435-261PL1,26,1.0,1.0,1.0,0,32
435-261,27,435-261PL2,26,1.0,1.0,1.0,0,32
435-261,28,435-261PL1,27,1.0,1.0,1.0,0,32
435-261,28,435-261PL2,27,1.0,1.0,1.0,0,32
435-261,29,435-261PL1,28,1.0,1.0,1.0,0,32
435-261,29,435-261PL2,28,1.0,1.0,1.0,0,32
435-261,33,435-261PL1,29,1.0,1.0,1.0,0,32
435-261,33,435-261PL2,29,1.0,1.0,1.0,0,32
435-261,36,435-261PL1,33,0.984375,0.9696969696969697,0.9696969696969697,1,33
435-261,36,435-261PL2,33,0.984375,1.0,1.0,1,32
435-261,39,435-261PL1,36,1.0,1.0,0.9696969696969697,0,32
435-261,39,435-261PL2,36,1.0,1.0,1.0,0,32
435-261,40,435-261PL1,39,1.0,1.0,1.0,0,32
435-261,40,435-261PL2,39,1.0,1.0,1.0,0,32
435-261,45,435-261PL1,40,1.0,1.0,1.0,0,32
435-261,45,435-261PL2,40,1.0,1.0,1.0,0,32
435-261,47,435-261PL1,45,1.0,1.0,1.0,0,32
435-261,47,435-261PL2,45,1.0,1.0,1.0,0,32
435-261,48,435-261PL1,47,1.0,1.0,1.0,0,32
435-261,48,435-261PL2,47,1.0,1.0,1.0,0,32
435-261,52,435-261PL1,48,1.0,1.0,1.0,0,32
435-261,52,435-261PL2,48,1.0,1.0,1.0,0,32
435-261,54,435-261PL1,52,1.0,1.0,1.0,0,32
435-261,54,435-261PL2,52,1.0,1.0,1.0,0,32
435-261,55,435-261PL1,54,1.0,1.0,1.0,0,32
435-261,55,435-261PL2,54,1.0,1.0,1.0,0,32
435-261,57,435-261PL1,55,1.0,1.0,1.0,0,32
435-261,57,435-261PL2,55,1.0,1.0,1.0,0,32
435-261,58,435-261PL1,57,1.0,1.0,1.0,0,32
435-261,58,435-261PL2,57,1.0,1.0,1.0,0,32
435-261,59,435-261PL1,58,1.0,1.0,1.0,0,32
435-261,59,435-261PL2,58,1.0,1.0,1.0,0,32
444-475,1,444-475PL1,,0.421875,0.4,,5,20
444-475,1,444-475PL2,,0.421875,0.358974358974359,,5,17
444-475,3,444-475PL1,1,0.421875,0.5405405405405406,0.21621621621621623,11,25
444-475,3,444-475PL2,1,0.421875,0.3953488372093023,0.28125,11,24
444-475,4,444-475PL1,3,0.5,0.53125,0.5128205128205128,22,34
444-475,4,444-475PL2,3,0.5,0.65625,0.2222222222222222,22,42
444-475,5,444-475PL1,4,0.421875,0.37142857142857144,0.06382978723404255,3,16
444-475,5,444-475PL2,4,0.421875,0.2894736842105263,0.22916666666666666,3,17
444-475,6,444-475PL1,5,0.46875,0.45,0.07692307692307693,11,26
444-475,6,444-475PL2,5,0.46875,0.40625,0.22857142857142856,11,26
444-475,7,444-475PL1,6,0.4375,0.43243243243243246,0.3055555555555556,9,21
444-475,7,444-475PL2,6,0.4375,0.46153846153846156,0.1590909090909091,9,25
444-475,10,444-475PL1,7,0.78125,0.8181818181818182,0.16666666666666666,14,28
444-475,10,444-475PL2,7,0.78125,0.78125,0.4423076923076923,14,50
444-475,13,444-475PL1,10,0.46875,0.8333333333333334,0.7222222222222222,23,34
444-475,13,444-475PL2,10,0.46875,0.7619047619047619,0.4838709677419355,23,42
444-475,14,444-475PL1,13,0.484375,0.71875,0.3333333333333333,27,46
444-475,14,444-475PL2,13,0.484375,0.609375,0.42105263157894735,27,39
444-475,16,444-475PL1,14,0.484375,0.9375,0.5833333333333334,16,30
444-475,16,444-475PL2,14,0.484375,0.515625,0.46938775510204084,16,33
444-475,17,444-475PL1,16,0.53125,1.0,0.9375,13,32
444-475,17,444-475PL2,16,0.53125,0.45454545454545453,0.2708333333333333,13,28
444-475,18,444-475PL1,17,0.625,1.0,1.0,17,32
444-475,18,444-475PL2,17,0.625,0.65625,0.42857142857142855,17,42
444-475,19,444-475PL1,18,0.546875,0.6578947368421053,0.6578947368421053,16,31
444-475,19,444-475PL2,18,0.546875,0.6,0.3448275862068966,16,36
444-475,21,444-475PL1,19,0.5,0.4375,0.18,17,28
444-475,21,444-475PL2,19,0.5,0.59375,0.5102040816326531,17,38
444-475,23,444-475PL1,21,0.734375,0.7435897435897436,0.30612244897959184,16,36
444-475,23,444-475PL2,21,0.734375,0.7441860465116279,0.35,16,43
444-475,27,444-475PL1,23,0.609375,0.546875,0.33962264150943394,13,35
444-475,27,444-475PL2,23,0.609375,0.46875,0.37735849056603776,13,30
444-475,30,444-475PL1,27,0.75,0.9411764705882353,0.38,11,34
444-475,30,444-475PL2,27,0.75,0.6585365853658537,0.29411764705882354,11,36
444-475,32,444-475PL1,30,0.65625,0.46511627906976744,0.38636363636363635,5,27
444-475,32,444-475PL2,30,0.65625,0.5,0.35555555555555557,5,25
444-475,33,444-475PL1,32,0.453125,0.484375,0.20833333333333334,19,31
444-475,33,444-475PL2,32,0.453125,0.5625,0.35555555555555557,19,36
444-475,36,444-475PL1,33,0.5,0.725,0.36,15,37
444-475,36,444-475PL2,33,0.5,0.390625,0.2978723404255319,15,25
444-475,37,444-475PL1,36,0.625,0.7647058823529411,0.16071428571428573,9,28
444-475,37,444-475PL2,36,0.625,0.5121951219512195,0.30952380952380953,9,30
444-475,39,444-475PL1,37,0.46875,0.47368421052631576,0.2682926829268293,10,24
444-475,39,444-475PL2,37,0.46875,0.40625,0.3333333333333333,10,26
444-475,42,444-475PL1,39,0.625,0.7142857142857143,0.20930232558139536,4,28
