Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y
269-653,46,269-653PL1,Present,14390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1
269-653,46,269-653PL2,Present,13870,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,5,0,0,0,10,0,0,0,0,6,0,7,14,13,0,0,0,0,8,0,0,15,0,16,0,0,0,9,-64,0,Unicorn_Absent,-1,-1
269-653,47,269-653PL1,Present,15976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,21,13,19,20,3,2,6,7,10,18,15,17,1,4,5,8,9,12,14,16,29,3,Unicorn_Present,3,5
269-653,47,269-653PL2,Present,16182,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Present,3,5
269-653,48,269-653PL1,Absent,9559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,7,5
269-653,48,269-653PL2,Absent,10510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,7,5
269-653,49,269-653PL2,Present,22046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,29,3,Unicorn_Present,3,7
269-653,49,269-653PL1,Present,20365,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,3,0,0,0,0,0,4,5,6,0,0,0,0,0,7,8,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,19,22,11,0,0,0,0,16,20,21,0,12,0,0,0,17,18,0,0,0,13,0,25,24,0,23,0,0,0,14,29,3,Unicorn_Present,3,7
269-653,50,269-653PL1,Absent,14863,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,20,21,0,0,0,0,1,2,3,4,0,0,0,0,7,9,6,5,0,0,0,0,8,10,11,12,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,28,4,Unicorn_Absent,-1,-1
269-653,50,269-653PL2,Absent,18503,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,11,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,6,0,0,28,4,Unicorn_Absent,-1,-1
269-653,51,269-653PL2,Present,8112,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,10,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,0,32,0,Unicorn_Present,2,2
269-653,51,269-653PL1,Present,6240,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,2
269-653,52,269-653PL1,Present,16754,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,28,30,31,32,33,25,23,24,22,21,19,20,18,11,2,4,6,3,5,1,16,7,10,9,13,12,14,15,17,34,35,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Present,3,5
269-653,52,269-653PL2,Present,19195,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3,0,0,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,4,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,13,12,10,0,0,9,0,26,6,Unicorn_Present,3,5
269-653,53,269-653PL1,Absent,39237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,34,37,48,49,55,57,64,35,36,38,47,50,56,58,63,39,40,41,46,51,54,60,62,42,45,43,44,52,53,59,61,32,31,30,29,28,27,26,25,17,18,19,20,21,22,23,24,16,15,14,13,12,11,10,9,1,2,3,5,4,7,6,8,10,22,Unicorn_Absent,-1,-1
269-653,53,269-653PL2,Absent,40653,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,12,13,0,0,0,0,0,1,0,0,0,6,14,0,11,0,18,19,8,0,22,21,20,0,0,0,0,0,4,15,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,16,17,0,0,0,3,0,0,0,0,0,0,2,10,22,Unicorn_Absent,-1,-1
269-653,54,269-653PL2,Absent,13398,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,0,0,9,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,-68,4,Unicorn_Present,0,3
269-653,54,269-653PL1,Present,12990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,2,4,8,9,13,16,18,1,5,3,14,11,12,15,17,26,25,24,22,23,21,20,19,28,4,Unicorn_Present,0,3
269-653,55,269-653PL2,Absent,28991,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,7,0,8,0,9,0,4,3,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,14,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,11,0,13,0,6,17,15,Unicorn_Absent,-1,-1
269-653,55,269-653PL1,Absent,28783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,2,60,59,58,57,79,82,81,30,33,31,54,53,68,83,3,29,10,32,4,7,52,84,26,28,27,12,50,49,51,25,8,13,11,34,9,48,46,24,36,37,5,35,16,6,47,41,23,19,38,20,43,42,44,21,40,22,39,17,18,15,45,17,15,Unicorn_Absent,-1,-1
269-653,56,269-653PL2,Absent,26832,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,8,0,14,0,19,0,0,0,0,0,15,0,0,18,0,7,9,0,0,0,0,0,0,0,0,0,16,0,0,17,0,6,10,0,0,0,0,0,0,0,0,0,11,0,12,13,0,5,16,16,Unicorn_Absent,-1,-1
269-653,56,269-653PL1,Absent,25752,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,0,0,0,0,0,0,0,41,39,52,53,0,0,0,0,44,46,43,40,50,0,0,0,47,45,51,49,37,36,35,34,26,27,28,29,31,30,32,33,25,24,23,21,20,19,18,17,9,10,11,13,12,14,15,16,8,7,6,5,4,3,2,1,16,16,Unicorn_Absent,-1,-1
269-653,57,269-653PL2,Absent,14269,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,17,0,8,0,0,5,0,0,0,0,13,0,0,0,0,16,18,6,0,0,0,0,0,0,0,11,0,0,12,0,7,0,0,0,10,0,9,0,0,0,0,15,0,0,0,0,14,0,-73,9,Unicorn_Present,7,7
269-653,57,269-653PL1,Present,13550,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,29,0,28,0,38,0,26,30,0,0,27,39,42,12,0,31,24,0,23,40,19,43,0,32,0,33,0,34,44,13,1,3,2,10,22,17,0,0,6,4,5,0,0,20,21,0,7,8,9,0,0,16,14,0,0,49,48,47,0,0,0,46,23,9,Unicorn_Present,7,7
269-653,58,269-653PL2,Absent,14111,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,2,0,1,0,0,0,12,0,0,0,0,0,10,0,0,0,0,3,0,0,6,0,0,5,8,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,15,14,0,0,0,0,17,0,0,0,16,0,0,9,0,0,22,10,Unicorn_Absent,-1,-1
269-653,58,269-653PL1,Absent,12668,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,9,28,0,23,0,24,15,14,25,27,29,21,0,4,16,0,31,0,30,0,20,19,33,32,13,0,3,0,5,34,0,18,55,54,53,37,36,0,10,17,51,50,45,0,0,38,39,40,7,46,49,1,0,2,0,0,41,47,43,22,10,Unicorn_Absent,-1,-1
269-653,59,269-653PL1,Absent,14622,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,50,52,0,0,2,0,0,0,49,1,53,20,0,6,19,0,0,48,21,0,55,18,0,0,44,45,0,7,59,60,25,24,0,0,46,8,61,58,3,0,0,43,13,41,16,4,30,29,36,0,34,33,32,0,31,28,0,12,37,39,14,26,10,27,19,13,Unicorn_Absent,-1,-1
269-653,59,269-653PL2,Absent,17343,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,22,21,0,0,0,20,1,0,9,3,0,16,15,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,10,4,0,0,7,0,11,0,0,0,0,0,0,0,0,0,6,0,14,0,0,5,0,0,0,19,18,17,0,0,0,13,0,19,13,Unicorn_Absent,-1,-1
269-653,60,269-653PL2,Absent,17255,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,20,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,15,0,0,0,13,21,0,6,0,0,0,0,4,0,12,5,14,0,10,19,0,0,0,0,9,0,0,0,22,0,11,0,0,0,0,7,0,0,18,17,0,16,0,8,0,0,0,32,0,Unicorn_Absent,-1,-1
269-653,60,269-653PL1,Absent,16678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
313-199,1,313-199PL1,Absent,116726,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,3,54,0,43,0,0,0,52,50,53,5,0,0,38,0,42,44,4,6,36,37,39,0,41,40,49,48,55,10,0,0,31,13,12,47,35,9,51,46,27,24,23,20,19,11,34,0,26,25,22,21,18,17,33,0,28,29,14,30,15,16,32,45,-91,27,Unicorn_Present,4,4
313-199,1,313-199PL2,Present,48350,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,33,14,29,30,31,18,32,17,1,28,0,2,38,15,34,35,0,26,27,0,8,37,16,36,0,3,0,0,0,9,20,19,12,0,0,4,0,0,10,0,0,0,0,0,5,0,21,11,0,0,13,23,24,6,22,0,0,25,0,0,0,0,7,0,5,27,Unicorn_Present,4,4
313-199,2,313-199PL2,Present,28553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,16,17,18,34,35,36,37,2,15,33,19,41,40,39,38,3,14,32,20,42,43,44,45,4,13,31,22,49,48,47,46,5,12,30,23,50,51,0,0,6,11,28,24,0,0,0,0,7,10,29,25,0,0,0,0,8,9,27,26,0,0,0,0,22,10,Unicorn_Present,4,4
313-199,2,313-199PL1,Absent,38569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,-74,10,Unicorn_Present,4,4
313-199,3,313-199PL1,Present,14511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Present,0,5
313-199,3,313-199PL2,Present,11439,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,0,0,0,0,9,8,7,6,0,0,0,0,10,11,12,13,0,0,0,0,17,16,15,14,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Present,0,5
313-199,4,313-199PL2,Present,68301,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,-96,32,Unicorn_Absent,-1,-1
313-199,4,313-199PL1,Present,64862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,60,56,55,61,54,67,68,65,57,42,22,62,24,63,69,58,5,64,20,18,17,25,43,40,39,37,36,2,16,26,59,41,38,4,35,34,14,0,44,12,11,52,51,33,1,27,45,48,53,6,3,8,13,28,50,47,10,9,7,32,31,46,49,-96,32,Unicorn_Absent,-1,-1
313-199,5,313-199PL2,Absent,65120,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,0,32,Unicorn_Absent,-1,-1
313-199,5,313-199PL1,Absent,63430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,46,53,54,55,56,50,44,51,52,24,25,40,0,49,43,12,23,22,37,38,39,48,42,41,2,21,35,36,13,47,33,34,3,20,27,26,60,8,28,29,30,19,61,10,59,7,63,11,1,32,45,58,14,6,4,5,62,31,9,57,15,0,32,Unicorn_Absent,-1,-1
313-199,6,313-199PL1,Absent,55478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,22,64,62,20,61,60,51,50,23,2,63,21,12,13,49,40,36,37,38,39,11,14,9,41,34,33,26,27,10,15,47,42,35,32,0,28,57,16,46,44,31,3,4,29,56,17,8,45,30,59,53,54,55,18,48,7,6,58,52,1,5,19,-96,32,Unicorn_Present,4,6
313-199,6,313-199PL2,Absent,57662,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,33,32,31,5,0,0,0,0,28,34,30,6,0,0,0,0,26,25,24,7,0,0,0,0,21,22,23,8,0,0,0,0,20,19,18,9,0,0,0,0,15,16,17,10,0,0,0,0,14,13,12,11,0,0,0,0,-96,32,Unicorn_Present,4,6
313-199,7,313-199PL2,Absent,33408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,33,49,50,65,8,7,6,5,34,48,51,64,9,10,11,12,36,47,52,63,16,15,14,13,37,46,53,62,17,18,19,20,38,45,54,61,24,23,22,21,39,44,55,60,25,26,27,28,40,43,56,59,32,31,30,29,41,42,57,58,-31,63,Unicorn_Absent,-1,-1
313-199,7,313-199PL1,Absent,40425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,18,60,61,62,30,64,21,22,19,59,29,17,63,20,52,51,58,10,9,6,4,3,49,50,57,11,8,7,5,48,13,35,31,45,32,47,46,33,28,34,56,44,43,27,1,2,12,53,39,38,42,37,36,14,55,0,25,24,23,26,16,15,40,41,-31,63,Unicorn_Absent,-1,-1
313-199,8,313-199PL1,Present,22415,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,14,18,0,0,0,0,38,0,39,0,19,43,0,37,36,32,31,12,42,0,40,0,34,33,30,29,20,25,0,9,8,5,6,26,27,28,23,10,7,4,3,0,21,22,0,12,20,Unicorn_Present,6,0
313-199,8,313-199PL2,Absent,13904,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,25,23,22,21,0,0,0,0,26,27,28,29,0,0,0,0,32,31,33,30,0,0,0,0,-84,20,Unicorn_Present,6,0
