Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y
352-425,57,352-425PL2,Absent,31855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
352-425,57,352-425PL1,Absent,29492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,52,51,49,48,47,46,45,54,28,27,26,25,24,23,44,55,29,11,10,9,8,22,43,56,30,12,4,1,7,21,42,57,31,14,3,5,6,20,41,58,32,16,15,17,18,19,40,59,33,34,35,36,37,38,39,60,61,62,63,64,65,66,67,32,0,Unicorn_Absent,-1,-1
352-425,58,352-425PL2,Absent,28471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
352-425,58,352-425PL1,Absent,24707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,45,44,43,42,40,41,4,3,46,47,48,49,39,38,5,6,53,51,52,50,36,37,8,7,54,55,65,64,34,33,9,10,57,56,61,62,31,32,12,11,58,59,60,63,30,29,13,14,18,19,22,23,26,27,16,15,17,20,21,24,25,28,32,0,Unicorn_Absent,-1,-1
352-425,59,352-425PL1,Present,23589,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,23,24,26,25,62,0,0,21,20,19,27,28,61,60,0,16,17,18,30,29,58,59,57,15,14,13,31,32,54,55,56,9,11,12,34,33,53,52,51,10,8,7,35,36,48,49,50,5,3,6,38,37,46,47,45,1,4,2,40,42,41,43,44,32,0,Unicorn_Present,5,1
352-425,59,352-425PL2,Present,25881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,5,1
352-425,60,352-425PL2,Absent,29929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
352-425,60,352-425PL1,Absent,24405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,8,9,12,13,16,2,3,6,7,10,11,14,15,24,23,22,21,20,19,18,17,25,26,27,28,29,30,31,32,40,39,38,37,36,35,34,33,41,42,49,50,55,56,61,62,44,43,48,51,54,57,60,63,45,46,47,52,53,58,59,64,32,0,Unicorn_Absent,-1,-1
948-444,1,948-444PL1,Present,63564,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,10,9,12,13,14,17,0,8,0,16,11,15,5,46,45,44,0,2,34,33,32,39,41,42,0,0,35,36,37,38,40,43,0,0,24,7,1,21,22,23,0,0,0,0,0,26,25,27,0,6,0,0,31,30,28,4,18,19,20,0,0,0,29,3,2,30,Unicorn_Present,6,1
948-444,1,948-444PL2,Present,59796,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,3,4,6,7,0,0,0,0,0,5,37,38,39,36,0,0,0,0,2,0,19,35,0,0,28,29,30,14,18,17,16,0,27,0,13,31,32,33,34,0,26,12,0,40,0,8,20,0,25,0,24,0,10,9,0,0,0,0,23,22,11,0,21,2,30,Unicorn_Present,6,1
948-444,2,948-444PL1,Present,31215,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,18,0,0,0,0,0,19,0,0,6,0,0,16,0,0,0,0,17,0,0,4,0,5,0,0,0,7,0,24,0,0,20,8,0,0,23,25,22,21,0,0,9,10,0,26,0,27,0,13,12,11,1,0,2,28,3,14,0,0,0,15,0,29,30,8,24,Unicorn_Present,7,7
948-444,2,948-444PL2,Present,34846,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,15,40,14,29,0,33,34,35,38,39,28,7,26,32,16,0,37,2,6,27,25,31,0,4,22,0,5,0,13,0,17,0,21,3,24,12,0,52,51,23,20,50,11,47,49,41,18,0,19,10,30,48,8,0,42,43,44,45,46,9,0,8,24,Unicorn_Present,7,7
948-444,3,948-444PL2,Absent,35247,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,25,27,28,57,58,59,56,55,26,0,37,7,29,30,60,54,0,38,36,35,8,31,52,53,39,40,13,34,33,32,62,12,61,41,42,63,14,51,23,0,24,9,43,46,47,48,22,11,10,50,45,2,15,3,21,20,19,18,17,16,49,4,-10,42,Unicorn_Absent,-1,-1
948-444,3,948-444PL1,Absent,36798,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,20,31,0,9,32,21,30,7,0,6,0,19,0,40,39,0,18,41,42,38,0,22,23,8,2,37,3,0,4,0,0,33,0,36,17,16,35,0,15,14,13,28,0,27,26,0,34,0,29,0,5,0,0,25,0,0,45,12,11,44,10,43,1,24,-10,42,Unicorn_Absent,-1,-1
948-444,4,948-444PL1,Present,16711,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,31,1,Unicorn_Present,6,3
948-444,4,948-444PL2,Present,11061,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,4,0,10,0,0,0,12,0,0,0,0,0,13,0,0,5,0,0,0,0,14,11,6,0,0,0,1,0,15,16,17,0,0,31,1,Unicorn_Present,6,3
948-444,5,948-444PL1,Absent,40237,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,5,14,0,0,24,0,0,1,16,15,0,23,0,18,0,0,27,0,2,0,0,0,0,0,17,0,7,0,29,0,6,0,13,28,0,0,22,0,0,0,26,4,0,8,0,0,21,20,12,0,0,0,0,9,0,19,11,25,10,0,0,0,0,3,6,26,Unicorn_Absent,-1,-1
948-444,5,948-444PL2,Absent,36917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,57,56,55,25,54,53,15,39,37,4,23,24,17,16,14,40,35,36,22,3,18,19,13,41,52,34,32,33,21,20,8,0,42,43,31,2,0,7,9,0,45,44,26,30,29,6,10,0,60,46,47,27,28,5,11,58,59,1,48,49,50,51,12,6,26,Unicorn_Absent,-1,-1
948-444,6,948-444PL1,Present,8041,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,Unicorn_Present,2,6
948-444,6,948-444PL2,Present,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,6
948-444,7,948-444PL2,Present,3455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,4,0
948-444,7,948-444PL1,Present,18837,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,16,17,15,14,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,13,0,5,6,8,0,0,0,0,4,0,0,7,0,0,0,1,32,0,Unicorn_Present,4,0
948-444,8,948-444PL1,Absent,32284,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,4,17,29,30,0,0,0,3,15,16,28,31,0,39,0,40,14,18,26,0,32,0,0,41,13,19,25,5,0,0,0,38,12,20,24,0,0,0,0,0,7,8,23,37,36,0,6,0,11,9,22,0,35,44,43,42,10,1,21,0,34,0,33,2,4,28,Unicorn_Absent,-1,-1
948-444,8,948-444PL2,Absent,36119,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,16,15,10,9,41,8,2,18,17,14,11,12,40,0,0,0,52,38,37,39,51,46,0,53,35,3,34,7,42,45,0,0,36,33,6,32,43,44,0,0,50,31,30,48,4,47,0,0,20,21,22,5,49,0,0,28,25,24,26,29,27,0,4,28,Unicorn_Absent,-1,-1
948-444,9,948-444PL1,Present,22446,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,3,17,18,0,0,0,0,0,4,16,20,0,0,0,0,0,5,15,21,0,0,0,0,0,6,14,22,0,0,0,0,0,7,13,23,0,0,0,0,0,8,12,24,29,0,0,0,0,9,11,25,28,0,0,0,0,2,10,26,27,1,0,0,0,24,8,Unicorn_Present,3,5
948-444,9,948-444PL2,Present,20501,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,13,12,10,9,8,7,0,0,14,15,16,17,18,19,0,0,0,0,0,28,27,20,0,0,0,0,0,29,26,21,0,0,0,0,33,30,25,22,0,0,0,0,32,31,24,23,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Present,3,5
948-444,10,948-444PL1,Present,19765,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,17,18,33,0,0,0,0,2,16,19,32,0,0,0,0,3,15,20,31,0,0,0,0,4,14,21,30,0,0,0,0,5,13,22,29,0,0,0,0,7,12,23,28,0,0,0,0,8,11,24,27,0,0,0,0,9,10,25,26,0,0,0,0,32,0,Unicorn_Present,7,5
948-444,10,948-444PL2,Present,14935,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,20,5,2,21,0,0,0,0,19,6,1,0,0,0,0,0,18,14,7,22,0,0,0,0,17,13,8,23,0,0,0,0,16,12,9,24,0,0,0,0,15,11,10,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,7,5
948-444,11,948-444PL1,Absent,19727,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,16,17,32,0,0,0,0,2,15,18,31,0,0,0,0,3,14,19,30,0,0,0,0,4,12,20,29,0,0,0,0,6,13,21,28,0,0,0,0,5,11,22,27,0,0,0,0,7,10,24,26,0,0,0,0,8,9,23,25,0,0,0,0,31,1,Unicorn_Absent,-1,-1
948-444,11,948-444PL2,Absent,19455,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,22,4,3,0,0,0,0,0,23,5,2,21,0,0,0,0,24,6,7,20,0,0,0,0,25,9,8,19,0,0,0,0,26,10,11,18,0,0,0,0,27,13,12,17,0,0,0,0,28,14,15,16,0,0,0,32,31,30,29,0,31,1,Unicorn_Absent,-1,-1
948-444,12,948-444PL1,Present,17101,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,35,34,22,21,0,0,0,0,33,31,23,20,0,0,0,0,29,30,24,19,0,0,0,0,27,26,25,18,0,0,0,0,28,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,3,4,5,8,0,0,0,0,2,1,6,7,0,0,0,0,32,0,Unicorn_Present,5,2
948-444,12,948-444PL2,Present,13823,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,15,16,0,0,0,0,0,0,14,13,0,0,0,0,0,22,17,12,0,0,0,0,0,0,18,11,0,0,0,0,0,21,19,10,0,0,0,0,0,5,7,8,0,0,0,0,0,1,2,9,0,0,0,0,0,4,3,20,32,0,Unicorn_Present,5,2
948-444,13,948-444PL2,Present,12368,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,0,0,0,0,0,19,18,4,0,0,0,0,0,20,17,5,0,0,0,0,0,21,16,6,0,0,0,0,0,22,15,7,0,0,0,0,0,0,14,8,0,0,0,0,0,0,13,9,0,0,0,0,0,0,12,11,32,0,Unicorn_Present,3,0
948-444,13,948-444PL1,Present,10295,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,17,18,0,0,0,0,2,15,0,0,0,0,0,0,3,14,0,0,0,0,0,0,5,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,8,11,0,0,0,0,0,0,9,10,0,0,0,0,0,0,32,0,Unicorn_Present,3,0
948-444,14,948-444PL1,Absent,18630,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,29,28,0,0,0,0,33,32,30,27,0,0,0,0,34,13,31,26,0,0,0,0,16,15,14,25,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,14,948-444PL2,Absent,18056,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,25,24,23,22,0,0,0,0,26,19,20,21,0,0,0,0,27,18,17,16,0,0,0,0,28,13,14,15,0,0,0,0,29,12,9,8,0,0,0,0,30,11,10,7,0,0,0,0,31,4,5,6,0,0,0,0,32,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,15,948-444PL1,Absent,20750,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,3,2,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,12,11,0,0,0,0,18,17,15,13,0,0,0,0,19,20,22,23,0,0,0,0,26,27,25,24,0,0,0,0,29,28,31,30,0,0,0,0,35,34,33,32,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,15,948-444PL2,Absent,20327,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,25,24,9,8,0,0,0,0,26,23,10,7,0,0,0,0,27,22,11,6,0,0,0,0,28,21,12,5,0,0,0,0,29,20,13,4,0,0,0,0,30,19,14,3,0,0,0,0,31,18,15,2,0,0,0,0,32,17,16,1,32,0,Unicorn_Absent,-1,-1
948-444,16,948-444PL1,Present,7143,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,7,8,6,5,0,0,0,0,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,1,2
948-444,16,948-444PL2,Present,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,1,2
948-444,17,948-444PL1,Present,8879,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,12,0,0,0,0,32,0,Unicorn_Present,3,7
948-444,17,948-444PL2,Present,10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Present,3,7
948-444,18,948-444PL1,Absent,17781,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,15,16,17,0,0,0,0,21,20,19,18,0,0,0,0,22,23,13,11,0,0,0,0,32,24,25,12,0,0,0,0,30,31,26,10,0,0,0,0,29,28,27,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1
948-444,18,948-444PL2,Absent,20078,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,32,0,Unicorn_Absent,-1,-1
948-444,19,948-444PL2,Absent,19087,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,29,30,31,32,0,0,0,0,28,27,26,25,0,0,0,0,21,22,23,24,0,0,0,0,20,19,18,17,0,0,0,0,13,14,15,16,0,0,0,0,12,11,10,9,0,0,0,0,5,6,7,8,0,0,0,0,4,3,2,1,32,0,Unicorn_Absent,-1,-1
948-444,19,948-444PL1,Absent,19566,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,4,2,5,0,0,0,0,9,8,7,6,0,0,0,0,10,11,12,13,0,0,0,0,17,16,15,14,0,0,0,0,19,20,22,21,0,0,0,0,18,26,25,24,0,0,0,0,28,27,29,30,0,0,0,0,34,33,32,31,0,0,0,0,32,0,Unicorn_Absent,-1,-1
