Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
251-716,5,251-716PL1,Absent,26822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,65,66,67,68,70,71,73,63,44,46,69,48,49,72,51,62,61,58,57,56,54,55,52,43,60,59,41,40,53,39,38,30,31,32,33,34,35,36,37,28,29,20,19,17,14,11,10,25,24,21,18,16,15,12,9,27,23,22,1,3,4,5,8,-1.0,33,Unicorn_Absent,-1,-1,Unicorn_Absent,24,18.0,64,0.671875,64,0.14806547619047616,0.484375,ALL,1.0,-10.0,0.796875,42.0,0.22110849056603776,RS,0.671875
251-716,9,251-716PL1,Absent,16136,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,37,47,36,0,3,0,4,0,0,39,45,0,0,0,0,0,34,44,41,0,0,11,12,5,0,0,42,0,0,0,0,33,6,19,18,0,10,0,0,0,15,24,20,0,0,9,0,32,28,27,21,0,0,0,0,31,0,23,26,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,119,24.0,31,0.43859649122807015,45,0.2830409356725146,0.53125,RS,0.6153846153846154,18.0,0.38461538461538464,14.0,0.1752533783783784,RS,1.0
251-716,19,251-716PL1,Absent,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,35,33,34,32,31,30,20,21,22,23,24,25,26,29,19,18,16,15,14,12,11,10,1,2,3,4,5,6,8,9,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,426,31.0,32,0.96875,64,0.07986111111111116,0.96875,BOTTOM,1.0,30.0,0.5,2.0,0.06534325889164605,RS,0.6153846153846154
251-716,25,251-716PL1,Absent,16318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,34,33,32,31,30,29,28,27,19,20,22,21,23,24,25,26,18,36,16,14,13,12,11,10,2,3,15,5,6,7,8,9,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,614,31.0,33,0.9696969696969697,64,0.028520499108734443,0.984375,RS,0.9696969696969697,30.0,1.0,2.0,0.19387755102040816,RS,1.0
251-716,26,251-716PL1,Absent,16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,33,29,30,26,25,22,20,21,32,28,31,27,24,23,19,18,3,4,5,9,10,13,14,17,2,1,6,7,11,12,15,16,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,645,31.0,33,1.0,62,0.0625,0.953125,RS,0.9696969696969697,31.0,1.0,1.0,0.028520499108734443,RS,0.9696969696969697
251-716,38,251-716PL1,Absent,13704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,32,31,27,26,20,19,7,8,33,30,29,24,5,17,6,9,34,1,28,3,21,16,13,11,35,36,2,23,22,15,12,14,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,927,31.0,33,1.0,64,0.0,0.984375,RS,0.9696969696969697,31.0,0.9411764705882353,1.0,0.05882352941176472,RS,0.9696969696969697
251-716,39,251-716PL1,Absent,14168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,24,23,20,21,19,18,16,5,4,31,10,11,22,14,36,6,3,25,28,29,12,32,35,2,1,26,27,30,37,33,34,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,958,30.0,33,0.9411764705882353,64,0.05882352941176472,0.984375,RS,0.9696969696969697,31.0,0.9411764705882353,1.0,0.0,RS,0.9696969696969697
251-716,48,251-716PL1,Absent,13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,20,8,9,10,29,28,27,26,21,19,11,12,2,30,33,34,23,22,13,14,1,31,32,25,24,17,16,15,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1244,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,0.9696969696969697
251-716,56,251-716PL1,Absent,15090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,28,27,25,23,22,21,6,7,8,32,10,19,12,11,5,3,31,38,34,36,13,14,2,1,40,39,37,17,16,15,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1500,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
251-716,59,251-716PL1,Absent,15368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,11,17,18,23,19,20,14,9,10,16,25,22,24,21,3,15,8,5,26,27,33,32,2,1,6,7,28,29,30,31,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1596,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
251-716,2,251-716PL2,Absent,26487,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,18,19,21,23,0,25,55,54,17,20,22,24,0,56,52,53,16,15,0,35,51,57,58,38,26,37,36,6,50,7,0,0,27,14,13,49,48,0,3,39,28,12,0,11,34,47,8,40,5,33,31,0,10,9,46,41,29,0,30,4,45,44,43,42,-7.0,39,Unicorn_Absent,-1,-1,Unicorn_Absent,11,-10.0,55,,59,,0.3125,RS,0.859375,,0.84375,,,RS,
251-716,5,251-716PL2,Absent,20835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,25,22,23,24,0,0,0,0,26,27,28,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,32,33,31,30,0,0,34,0,0,0,-1.0,33,Unicorn_Absent,-1,-1,Unicorn_Absent,24,18.0,33,0.5238095238095238,64,0.14806547619047616,0.484375,RS,0.7105263157894737,-10.0,0.6216216216216216,42.0,0.22110849056603776,RS,0.859375
251-716,9,251-716PL2,Absent,14693,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,25,0,20,0,19,0,18,0,0,0,21,0,0,24,0,0,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,16,11,12,13,14,0,15,0,0,10,9,8,7,6,5,4,3,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,119,24.0,25,0.15555555555555556,45,0.2830409356725146,0.53125,RS,0.39473684210526316,18.0,0.17391304347826086,14.0,0.1752533783783784,RS,0.7105263157894737
251-716,19,251-716PL2,Absent,16161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,20,5,21,22,15,14,11,10,17,19,6,23,16,13,12,9,18,7,25,24,35,34,33,36,30,28,27,26,0,0,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,330,31.0,34,0.8888888888888888,64,0.07986111111111116,0.96875,RS,0.9411764705882353,30.0,0.6938775510204082,2.0,0.06534325889164605,RS,0.39473684210526316
251-716,25,251-716PL2,Absent,15943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,518,31.0,32,0.9411764705882353,64,0.028520499108734443,0.984375,TOP,1.0,30.0,0.9375,2.0,0.19387755102040816,RS,0.9411764705882353
251-716,26,251-716PL2,Absent,16097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,4,9,11,8,18,17,16,14,15,13,10,12,19,20,21,22,24,25,26,28,29,30,31,32,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,549,31.0,30,0.9375,62,0.0625,0.953125,RS,0.9375,31.0,0.9375,1.0,0.028520499108734443,TOP,1.0
251-716,38,251-716PL2,Absent,16190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,33,32,31,30,29,28,10,9,16,8,26,17,18,27,15,12,13,14,6,20,19,25,1,2,3,5,4,21,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,927,31.0,32,1.0,64,0.0,0.984375,TOP,1.0,31.0,1.0,1.0,0.05882352941176472,TOP,0.9375
251-716,39,251-716PL2,Absent,15832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,16,17,24,25,32,5,8,9,15,22,23,26,31,4,3,11,14,18,21,27,30,1,2,12,13,20,19,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,958,30.0,32,1.0,64,0.05882352941176472,0.984375,TOP,1.0,31.0,0.9696969696969697,1.0,0.0,RS,1.0
251-716,48,251-716PL2,Absent,17410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,12,24,23,7,8,15,14,13,17,11,19,21,20,27,6,4,18,3,10,22,9,28,29,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1244,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
251-716,56,251-716PL2,Absent,14846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,27,28,29,30,31,32,18,25,24,19,23,20,21,22,17,1,15,16,4,3,2,14,8,7,9,5,10,13,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1500,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
251-716,59,251-716PL2,Absent,14619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,32,31,30,36,35,28,19,20,21,22,23,24,26,27,18,17,16,15,13,12,11,10,1,2,3,4,5,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1596,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
261-970,6,261-970PL1,Absent,29086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,64,63,59,58,53,54,55,66,61,62,60,57,56,51,50,41,42,44,45,46,47,48,49,40,39,37,38,36,35,34,33,25,26,27,28,29,30,31,32,24,19,18,13,12,9,8,7,23,20,17,14,11,10,5,6,22,21,16,15,1,2,4,3,5.0,27,Unicorn_Absent,-1,-1,Unicorn_Absent,121,9.0,64,1.0,64,0.6666666666666667,0.578125,ALL,1.0,-1.0,1.0,33.0,,ALL,
261-970,9,261-970PL1,Absent,28364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,74,29,70,30,66,31,32,27,28,71,69,67,65,64,33,26,24,73,23,22,21,63,34,58,18,19,59,20,62,61,36,17,57,42,40,39,38,37,54,45,44,55,56,48,49,51,53,16,13,12,9,8,7,6,5,15,14,11,10,1,2,3,4,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,170,8.0,64,1.0,64,0.8235294117647058,0.734375,ALL,1.0,9.0,1.0,23.0,0.5294117647058824,ALL,1.0
261-970,12,261-970PL1,Absent,25639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,82,78,76,73,69,66,64,65,81,79,75,68,67,71,62,61,83,50,51,54,55,56,58,59,48,46,52,45,40,44,43,37,27,28,30,31,33,34,35,36,25,24,22,21,20,19,18,17,2,3,5,7,10,11,13,16,1,4,6,8,9,14,12,0,-4.0,36,Unicorn_Absent,-1,-1,Unicorn_Absent,204,1.0,63,0.984375,64,0.6288194444444444,0.4375,RS,0.984375,8.0,0.984375,24.0,0.71875,ALL,1.0
261-970,28,261-970PL1,Absent,36008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,75,32,73,41,34,70,71,31,2,78,37,42,72,68,35,30,79,26,25,24,1,67,65,81,29,27,82,83,43,23,63,51,52,47,46,45,5,61,87,86,49,54,55,56,57,58,22,13,12,84,10,9,8,7,21,14,15,85,16,17,88,18,20,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,390,15.0,64,1.0,64,0.8928571428571429,0.84375,ALL,1.0,11.0,1.0,21.0,0.7674418604651163,ALL,0.984375
261-970,29,261-970PL1,Absent,36164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,96,93,87,86,82,81,80,79,95,92,88,85,83,1,77,75,67,90,89,68,70,12,72,73,53,65,55,64,56,61,59,58,17,18,63,5,4,52,47,49,22,21,19,44,46,51,3,50,16,24,25,26,8,9,10,31,14,39,40,42,43,36,34,32,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,405,4.0,64,1.0,64,0.875,0.734375,ALL,1.0,22.0,1.0,10.0,0.8928571428571429,ALL,1.0
261-970,30,261-970PL1,Absent,42787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,73,63,65,66,35,34,36,75,72,70,68,67,6,32,33,76,77,79,45,41,38,12,16,97,81,59,46,43,14,9,17,96,86,87,47,50,29,30,4,92,58,89,48,51,28,19,3,94,95,90,53,54,26,20,22,104,98,101,103,100,57,25,1,4.0,28,Unicorn_Absent,-1,-1,Unicorn_Absent,409,24.0,64,1.0,64,0.6363636363636364,0.5625,ALL,1.0,15.0,0.296875,17.0,0.875,RS,1.0
261-970,35,261-970PL1,Absent,28343,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,90,88,0,86,100,84,82,94,98,4,99,3,2,79,81,96,75,76,10,9,54,52,51,73,5,6,7,8,55,49,50,70,13,59,60,33,57,48,44,66,14,64,61,31,15,46,43,20,68,19,35,30,16,38,45,22,23,24,36,37,26,41,39,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,530,32.0,63,0.30158730158730157,63,0.2275132275132275,0.78125,RS,0.984375,24.0,0.1111111111111111,8.0,0.1076858108108108,RS,1.0
261-970,36,261-970PL1,Absent,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,562,16.0,7,0.1111111111111111,10,0.031746031746031744,0.15625,RS,0.14705882352941177,19.0,0.109375,13.0,0.2275132275132275,ALL,0.984375
261-970,39,261-970PL1,Absent,30922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,74,79,70,77,64,63,50,81,83,72,71,67,65,52,49,99,96,90,84,86,60,62,47,97,0,94,92,87,57,61,46,45,44,41,38,36,35,34,33,4,5,22,29,28,27,24,26,19,20,2,1,15,13,12,31,3,7,17,8,9,10,11,32,-4.0,36,Unicorn_Absent,-1,-1,Unicorn_Absent,510,32.0,63,0.984375,63,0.7462797619047619,0.421875,RS,0.984375,16.0,0.0,16.0,0.00827205882352941,NOTHING,0.14705882352941177
261-970,48,261-970PL1,Absent,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,463,31.0,0,0.0,64,0.40625,1.0,NOTHING,1.0,20.0,0.0,12.0,0.0,RS,0.984375
261-970,49,261-970PL1,Absent,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,494,16.0,1,0.0,64,1.0,0.984375,RS,0.03125,32.0,0.0,0.0,0.40625,RS,1.0
261-970,6,261-970PL2,Absent,30186,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,16,0,10,0,0,15,0,20,0,0,0,0,18,19,0,9,17,21,0,3,0,0,8,0,0,4,0,22,0,0,7,0,5,0,0,0,0,6,0,0,0,24,23,13,0,26,0,14,12,25,0,0,0,27,0,0,0,11,0,1,0,0,0,2,5.0,27,Unicorn_Absent,-1,-1,Unicorn_Absent,25,9.0,27,0.3333333333333333,64,0.6666666666666667,0.578125,RS,0.421875,-1.0,0.47058823529411764,33.0,,RS,
261-970,9,261-970PL2,Absent,28890,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,14,0,0,0,0,8,0,0,0,0,7,16,15,0,0,0,5,0,13,0,0,0,3,11,0,0,0,0,0,0,4,0,2,0,0,17,0,0,0,0,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,74,8.0,17,0.17647058823529413,64,0.8235294117647058,0.734375,RS,0.265625,9.0,0.28125,23.0,0.5294117647058824,RS,0.421875
261-970,12,261-970PL2,Absent,26122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,20,21,27,26,24,25,12,28,37,35,33,36,32,30,31,9,8,0,0,4,0,0,5,0,0,0,13,0,42,0,0,0,14,0,0,0,15,0,16,10,3,0,0,2,0,19,0,39,0,38,0,0,0,18,0,40,7,41,0,17,0,0,6,-4.0,36,Unicorn_Absent,-1,-1,Unicorn_Absent,108,1.0,37,0.35555555555555557,64,0.6288194444444444,0.4375,RS,0.578125,8.0,0.36,24.0,0.71875,RS,0.265625
