Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
538-623,28,538-623PL1,Absent,30781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,42,35,34,21,20,7,47,46,45,36,32,22,19,8,48,49,50,37,33,23,2,9,55,52,6,38,31,24,18,10,53,54,51,39,1,25,17,11,56,57,58,40,30,26,3,12,61,60,59,5,29,4,16,13,62,63,64,41,28,27,15,14,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-279,-20.0,64,0.84375,64,0.15625,0.0,ALL,1.0,-22.0,0.8125,54.0,0.15625,RS,0.875
538-623,29,538-623PL1,Absent,25110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,15,13,11,12,7,8,10,9,16,17,18,19,20,21,22,23,31,30,29,28,26,27,25,24,32,5,33,1,34,35,3,37,0,0,0,56,55,46,45,38,0,0,0,58,53,47,44,39,0,0,0,59,52,48,43,40,0,0,0,4,51,50,42,41,-20.0,52,Unicorn_Absent,-1,-1,Unicorn_Absent,-299,-16.0,52,0.8125,64,0.1875,0.1875,RS,0.8125,-32.0,0.9230769230769231,64.0,0.15625,RS,1.0
538-623,30,538-623PL1,Absent,26046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,45,46,40,39,24,22,23,7,47,41,42,43,26,5,6,8,3,49,51,2,25,27,1,9,54,55,53,50,28,29,21,10,0,0,0,0,31,30,19,11,0,0,0,0,32,33,18,12,0,0,0,0,34,35,17,14,0,0,0,0,37,36,16,15,-16.0,48,Unicorn_Absent,-1,-1,Unicorn_Absent,-315,-18.0,48,0.9230769230769231,64,0.07692307692307687,0.25,RS,0.75,-20.0,0.53125,52.0,0.1875,RS,0.8125
538-623,33,538-623PL1,Absent,25343,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,37,34,19,17,4,0,0,0,38,33,20,18,3,0,0,0,36,35,21,16,5,55,56,57,39,32,22,15,6,54,53,52,40,31,23,14,8,50,51,49,1,29,24,13,7,46,47,48,41,28,25,12,9,45,44,43,42,27,26,11,10,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-326,-23.0,55,0.640625,64,0.359375,0.140625,RS,0.859375,-18.0,0.734375,50.0,0.46875,RS,0.75
538-623,34,538-623PL1,Absent,25604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,2,5,4,7,6,8,9,10,19,17,16,3,15,14,12,11,18,20,21,22,23,24,25,26,34,33,32,31,30,29,28,27,35,36,37,38,40,39,41,42,0,0,1,56,55,49,44,43,0,0,0,57,54,50,48,45,0,0,0,59,53,51,52,46,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-349,-19.0,56,0.734375,64,0.25,0.140625,RS,0.875,-23.0,0.6984126984126984,55.0,0.359375,RS,0.859375
538-623,35,538-623PL1,Absent,25000,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,28,27,26,24,25,23,21,30,0,0,0,51,45,44,22,31,0,0,0,52,46,43,19,32,0,0,0,53,47,42,17,33,0,0,0,50,49,41,16,34,0,2,55,54,1,40,14,35,36,37,3,38,39,13,15,9,10,11,4,5,6,8,12,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-368,22.0,51,0.6984126984126984,64,0.2859623015873016,0.203125,RS,0.796875,-23.0,0.6346153846153846,55.0,0.25,RS,0.875
538-623,36,538-623PL1,Absent,17164,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,34,33,19,17,3,0,0,0,35,32,20,18,4,0,0,0,0,30,21,16,6,0,0,0,0,31,22,2,8,0,0,0,0,29,1,15,7,0,0,0,0,28,23,14,9,0,0,0,0,27,24,13,10,0,0,0,0,26,25,12,11,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,-346,11.0,34,0.6346153846153846,64,0.009615384615384581,0.84375,RS,0.9411764705882353,-19.0,0.85,51.0,0.2859623015873016,RS,0.796875
538-623,37,538-623PL1,Absent,18861,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,35,33,18,16,1,0,0,0,37,32,19,14,2,0,0,0,36,31,20,13,3,0,0,0,38,30,21,17,4,0,0,0,39,29,22,12,5,0,0,0,40,27,23,11,6,0,0,0,42,28,24,10,7,0,0,0,43,26,25,9,8,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,-335,24.0,40,0.85,64,0.03888888888888886,0.671875,RS,0.8,22.0,0.8,10.0,0.009615384615384581,RIGHT,0.9411764705882353
538-623,38,538-623PL1,Absent,16345,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,33,19,16,1,0,0,0,0,34,18,17,2,0,0,0,0,32,20,15,3,0,0,0,0,31,21,14,4,0,0,0,0,30,22,13,5,0,0,0,0,29,23,12,6,0,0,0,0,28,24,11,8,0,0,0,0,27,26,10,9,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-311,27.0,32,0.8,64,0.0888888888888888,0.875,RIGHT,1.0,11.0,0.9696969696969697,21.0,0.03888888888888886,RS,0.8
538-623,44,538-623PL1,Absent,15889,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,34,18,17,1,0,0,0,0,33,19,16,2,0,0,0,0,32,20,14,3,0,0,0,0,36,21,13,4,0,0,0,0,35,22,12,5,0,0,0,0,30,23,11,6,0,0,0,0,29,25,10,7,0,0,0,0,28,27,9,8,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-138,27.0,32,0.9142857142857143,64,0.03928571428571426,0.875,RIGHT,1.0,26.0,0.9696969696969697,6.0,0.12234432234432235,RS,1.0
538-623,45,538-623PL1,Absent,16535,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,27,26,16,1,0,0,0,0,28,25,15,2,0,0,0,0,29,24,17,3,0,0,0,0,30,23,14,4,0,0,0,0,32,22,13,5,0,0,0,0,33,21,18,6,0,0,0,0,34,20,10,7,0,0,0,36,35,19,9,8,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,-111,25.0,33,0.9696969696969697,64,0.0696969696969697,0.921875,RS,0.9696969696969697,24.0,0.9696969696969697,8.0,0.03928571428571426,RIGHT,1.0
538-623,48,538-623PL1,Absent,15635,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,18,17,1,0,0,0,0,32,19,16,2,0,0,0,0,31,20,15,3,0,0,0,0,30,21,14,4,0,0,0,0,29,22,13,5,0,0,0,0,28,23,12,6,0,0,0,0,27,24,10,7,0,0,0,0,26,25,11,8,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-29,29.0,31,0.96875,64,0.006249999999999978,0.890625,RS,0.96875,25.0,0.9354838709677419,7.0,0.046620046620046596,RS,0.9696969696969697
538-623,51,538-623PL1,Absent,18696,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,17,18,16,1,0,0,0,0,20,19,15,2,0,0,0,0,21,22,14,3,0,0,0,0,32,23,13,4,0,0,0,0,31,24,12,5,0,0,0,35,30,25,11,6,0,0,0,34,29,26,10,7,0,0,0,33,28,27,9,8,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,61,26.0,35,0.8285714285714286,64,0.013533834586466065,0.953125,RS,0.9142857142857143,29.0,0.9142857142857143,3.0,0.014516129032258074,RIGHT,0.96875
538-623,52,538-623PL1,Absent,14543,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,17,16,1,0,0,0,0,31,18,15,2,0,0,0,0,30,19,14,3,0,0,0,0,29,21,13,4,0,0,0,0,28,20,12,5,0,0,0,0,27,22,11,6,0,0,0,0,26,23,10,7,0,0,0,0,25,24,9,8,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,87,28.0,32,0.9142857142857143,64,0.07218045112781957,0.90625,RIGHT,1.0,29.0,1.0,3.0,0.013533834586466065,RIGHT,0.9142857142857143
538-623,53,538-623PL1,Absent,15709,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,17,16,1,0,0,0,0,31,18,15,2,0,0,0,0,30,19,14,3,0,0,0,0,29,20,13,4,0,0,0,0,28,21,12,5,0,0,0,0,27,22,11,6,0,0,0,0,26,23,10,7,0,0,0,0,25,24,9,8,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,115,29.0,32,1.0,64,0.052631578947368474,0.9375,RIGHT,1.0,26.0,0.96875,6.0,0.07218045112781957,RS,1.0
538-623,54,538-623PL1,Absent,15503,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,31,17,16,1,0,0,0,0,30,18,15,2,0,0,0,0,0,19,14,3,0,0,0,0,29,20,13,5,0,0,0,0,27,21,12,4,0,0,0,0,28,22,10,6,0,0,0,0,26,23,11,8,0,0,0,0,25,24,9,7,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,144,30.0,31,0.96875,64,0.03125,0.953125,RS,0.96875,28.0,0.8387096774193549,4.0,0.052631578947368474,RS,1.0
538-623,1,538-623PL2,Absent,51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,3,15,17,0,7,8,9,13,4,18,19,0,0,0,10,11,22,21,20,0,0,36,31,32,23,24,25,0,0,35,33,30,28,27,26,2.0,30,Unicorn_Absent,-1,-1,Unicorn_Absent,2,-31.0,30,,64,,0.53125,RS,0.631578947368421,,0.46875,,,ALL,
538-623,8,538-623PL2,Absent,27553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,65,3,64,4,5,51,50,62,2,63,54,53,47,48,49,60,61,1,55,52,46,45,44,59,58,57,56,40,41,42,43,34,33,32,31,30,29,28,27,35,36,6,39,14,26,25,24,8,7,37,38,13,16,23,22,9,10,11,12,19,17,20,21,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-19,-22.0,64,1.0,64,0.203125,0.203125,ALL,1.0,-32.0,1.0,64.0,0.203125,ALL,0.631578947368421
538-623,12,538-623PL2,Absent,28826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,39,40,41,42,43,44,3,38,37,36,46,45,2,47,48,33,34,35,1,52,51,50,49,32,17,16,63,15,14,55,65,64,19,20,22,53,54,13,57,30,31,21,23,24,61,60,58,29,28,27,26,25,62,12,59,5,66,9,8,7,10,11,6,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-76,-31.0,64,1.0,64,0.15625,0.0,ALL,1.0,-22.0,1.0,54.0,0.359375,ALL,1.0
538-623,15,538-623PL2,Absent,27640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,70,69,42,41,40,39,56,57,58,67,68,66,65,38,55,54,59,61,62,63,64,37,52,51,49,47,46,45,44,43,29,26,23,22,30,31,34,35,28,27,25,21,20,32,33,36,11,12,13,14,19,16,17,18,10,9,8,7,6,5,4,3,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-119,-28.0,64,1.0,64,0.015625,0.0,ALL,1.0,-31.0,1.0,63.0,0.015625,ALL,1.0
538-623,16,538-623PL2,Absent,26320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,64,63,58,54,55,56,57,67,65,62,59,53,52,51,50,1,66,61,60,46,47,48,49,2,43,42,41,45,40,39,44,8,31,32,33,34,35,36,37,3,10,30,28,29,27,26,25,4,9,13,14,17,18,24,23,6,11,12,15,16,19,21,22,-28.0,60,Unicorn_Absent,-1,-1,Unicorn_Absent,-147,-14.0,64,1.0,64,0.0625,0.0625,ALL,1.0,-32.0,1.0,64.0,0.015625,ALL,1.0
538-623,17,538-623PL2,Absent,22151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,60,61,62,63,64,65,57,58,59,3,71,70,68,66,6,56,55,54,53,52,51,50,7,43,44,45,46,47,48,49,42,41,2,40,39,38,37,36,8,28,29,30,31,32,35,34,9,27,26,25,23,22,20,19,10,11,12,13,14,15,17,18,-14.0,46,Unicorn_Absent,-1,-1,Unicorn_Absent,-161,-32.0,64,1.0,64,0.34375,0.28125,ALL,1.0,-28.0,1.0,60.0,0.0625,ALL,1.0
538-623,18,538-623PL2,Absent,25016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,3,8,7,4,6,5,48,1,11,12,53,55,56,62,49,51,52,39,54,13,57,64,43,42,41,40,38,59,61,65,44,46,25,37,36,60,14,67,47,24,77,76,75,35,73,68,23,29,30,31,34,74,15,70,22,21,20,32,19,18,17,72,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-193,-19.0,64,1.0,64,0.28125,0.0,ALL,1.0,-14.0,0.953125,46.0,0.34375,RS,1.0
538-623,19,538-623PL2,Absent,24096,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,61,21,60,19,18,17,16,52,23,2,58,59,3,0,15,51,62,24,57,55,54,4,53,49,27,25,63,64,65,66,14,48,72,73,29,5,43,45,46,67,71,6,0,30,42,41,40,13,7,36,34,0,32,38,39,12,74,8,70,9,69,10,68,75,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-212,-32.0,61,0.953125,64,0.109375,0.203125,RS,0.953125,-32.0,0.953125,64.0,0.28125,ALL,1.0
538-623,22,538-623PL2,Absent,24150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,21,72,19,18,64,16,24,25,71,2,69,65,63,14,74,26,3,70,67,66,62,13,27,28,73,4,5,59,60,61,30,33,6,57,56,58,49,12,34,32,55,54,52,7,51,50,35,39,40,8,44,45,46,47,38,36,41,42,43,9,48,10,-24.0,56,Unicorn_Absent,-1,-1,Unicorn_Absent,-250,-32.0,64,1.0,64,0.125,0.125,ALL,1.0,-32.0,1.0,64.0,0.109375,ALL,0.953125
538-623,28,538-623PL2,Absent,28541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,69,70,71,72,73,74,75,22,65,64,62,60,58,13,14,21,68,67,55,57,56,12,15,20,66,53,54,1,16,50,11,18,3,44,45,47,51,49,10,17,42,40,39,37,35,34,9,24,52,41,5,38,6,7,8,25,26,27,28,29,31,32,33,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-279,-20.0,64,1.0,64,0.15625,0.0,ALL,1.0,-22.0,1.0,54.0,0.15625,ALL,1.0
538-623,29,538-623PL2,Absent,23551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,33,32,31,30,29,28,14,35,36,37,38,5,6,27,13,42,41,40,39,43,7,26,12,67,65,64,4,50,24,25,11,69,61,62,51,45,23,16,15,68,71,3,53,46,22,17,10,70,59,57,54,48,21,18,9,2,58,56,55,49,20,19,8,-20.0,52,Unicorn_Absent,-1,-1,Unicorn_Absent,-299,-16.0,64,1.0,64,0.1875,0.1875,ALL,1.0,-32.0,1.0,64.0,0.15625,ALL,1.0
538-623,30,538-623PL2,Absent,24510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,38,37,36,34,78,32,30,42,69,68,76,77,79,80,29,46,65,63,61,71,72,81,28,45,70,67,4,58,60,74,27,47,5,48,56,57,2,1,25,6,50,49,53,75,22,23,24,51,7,16,15,14,13,12,11,17,18,19,8,21,9,20,10,-16.0,48,Unicorn_Absent,-1,-1,Unicorn_Absent,-315,-18.0,64,1.0,64,0.07692307692307687,0.25,ALL,1.0,-20.0,1.0,52.0,0.1875,ALL,1.0
538-623,33,538-623PL2,Absent,24445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,26,35,44,61,5,6,8,18,27,43,46,60,62,71,15,19,28,37,47,59,63,72,16,20,29,38,48,58,64,74,10,21,30,42,49,57,69,75,11,22,34,39,50,56,65,76,14,23,31,40,51,55,66,77,12,25,33,41,53,54,68,78,13,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-326,-23.0,64,1.0,64,0.359375,0.140625,ALL,1.0,-18.0,0.984375,50.0,0.46875,RS,1.0
538-623,34,538-623PL2,Absent,27636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,29,31,43,64,65,74,3,11,30,33,45,62,66,75,4,12,20,34,46,61,67,77,5,16,22,36,47,60,68,78,6,13,28,42,49,59,69,80,7,14,24,38,50,58,70,81,8,17,26,40,52,56,72,82,9,15,27,41,53,54,73,0,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-349,-19.0,63,0.984375,64,0.25,0.140625,RS,0.984375,-23.0,0.984375,55.0,0.359375,ALL,1.0
538-623,35,538-623PL2,Absent,24096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,20,32,41,50,59,67,2,12,22,33,42,51,60,69,3,13,30,34,43,52,61,70,5,14,31,35,44,53,62,71,9,15,24,36,45,54,63,75,6,16,28,37,46,55,64,72,7,17,25,38,47,56,65,73,8,19,27,40,49,58,66,74,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-368,22.0,64,0.984375,64,0.2859623015873016,0.203125,ALL,1.0,-23.0,0.625,55.0,0.25,RS,0.984375
538-623,36,538-623PL2,Absent,19630,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,11,25,41,54,0,0,0,3,13,27,42,55,0,0,0,5,14,29,44,57,0,0,0,4,16,31,46,59,0,0,0,6,18,33,49,61,0,0,0,7,19,35,51,63,0,0,0,9,21,37,52,66,0,0,0,10,23,68,69,67,0,0,0,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,-346,11.0,40,0.625,64,0.009615384615384581,0.84375,RS,0.8,-19.0,0.8888888888888888,51.0,0.2859623015873016,RS,1.0
538-623,37,538-623PL2,Absent,20715,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,13,25,37,49,60,0,0,3,14,26,39,50,61,0,0,4,16,27,40,51,62,0,0,5,17,29,42,52,63,0,0,6,19,31,43,53,64,0,0,9,21,33,45,57,0,0,0,11,22,35,46,56,0,0,0,12,24,36,47,58,0,0,0,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,-335,24.0,45,0.8888888888888888,64,0.03888888888888886,0.671875,RS,0.7111111111111111,22.0,0.8888888888888888,10.0,0.009615384615384581,RS,0.8
538-623,38,538-623PL2,Absent,16368,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,14,24,33,46,0,0,0,4,16,26,34,45,0,0,0,5,17,27,35,47,0,0,0,6,18,28,37,48,0,0,0,8,19,29,38,49,0,0,0,10,20,30,39,50,0,0,0,11,22,31,40,51,0,0,0,13,23,32,42,52,0,0,0,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-311,27.0,40,0.8888888888888888,64,0.0888888888888888,0.875,RS,0.8,11.0,0.9,21.0,0.03888888888888886,RS,0.7111111111111111
538-623,44,538-623PL2,Absent,14502,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,10,19,29,38,0,0,0,2,12,21,30,40,0,0,0,3,13,22,31,41,0,0,0,5,14,23,32,43,0,0,0,6,15,24,33,44,0,0,0,7,16,25,35,46,0,0,0,8,17,26,36,47,0,0,0,9,18,28,37,48,0,0,0,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-138,27.0,40,0.875,64,0.03928571428571426,0.875,RS,0.8,26.0,0.9,6.0,0.12234432234432235,RS,0.8
